DIALOG,GT,PRED
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hello. <<TURN>>  We are making a sandwich. <<TURN>>  what can i do for you today <<TURN>>  hi <<TURN>>  Go to the kitchen table. <<TURN>>  Take the sale off of the plate. <<TURN>>  Pickup the knife that is on that table. <<TURN>>  You will cut the lettuce. <<TURN>>  next <<TURN>>  Place a piece of lettuce on the plate. <<TURN>>  done <<TURN>>  We need to cut the bread and toast two pieces. <<TURN>>  The bread is located under the kitchen sink <<TURN>>  The right cabinet under the sink. <<TURN>>  where is the bread <<TURN>>  Under the kitchen sink. <<TURN>>  Open the right side cabinet <<TURN>>  Pickup the bread <<TURN>>  Slice the bread with the knife. [/INST]","['Pickup SaltShaker', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Place DiningTable', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Potato', 'Place CounterTop', 'Open Cabinet', 'Open Cabinet', 'Pickup Bread', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup Bread', 'Place DiningTable', 'Pickup BreadSliced']","['Pickup Plate', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup Bread', 'Place CounterTop', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Toggle']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hello <<TURN>>  What should I do today? <<TURN>>  We will make a salad. Please begin with 2 slices of lettuce. <<TURN>>  Where is the lettuce? <<TURN>>  The lettuce is in the fridge <<TURN>>  I have sliced the lettuce <<TURN>>  Please now cook a slice of potato <<TURN>>  Where is the potato <<TURN>>  The potato is in the fridge <<TURN>>  Do you need assistance? <<TURN>>  No I'm fine <<TURN>>  Nice job now please put the 2 lettuce and one potato on the plate <<TURN>>  I have cooked the potato slice <<TURN>>  where is the plate <<TURN>>  the plate is on the barstool [/INST]","['Pickup Knife', 'Open Fridge', 'Place CounterTop', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Close Fridge', 'Place CounterTop', 'Open Fridge', 'Pickup Lettuce', 'Place Fridge', 'Pickup Potato', 'Place CounterTop', 'Close Fridge', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'ToggleOn StoveKnob', 'ToggleOn StoveKnob', 'Pickup PotatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate']","['Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'Pickup PotatoSliced', 'Place Pan', 'Pickup Pan', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  we need to prepare cofee first please <<TURN>>  in a mug <<TURN>>  What should I do today? <<TURN>>  ok <<TURN>>  by the stove <<TURN>>  there is one <<TURN>>  it may be dirty though <<TURN>>  please wash if necessary <<TURN>>  the coffee maker [/INST]","['Pickup Mug', 'ToggleOff Faucet', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet']","['ToggleOff Faucet', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Mug', 'Place DiningTable', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Mug']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hello, what is my task today? <<TURN>>  Hello! We are going to prepare breakfast. <<TURN>>  First, a cup of coffee please <<TURN>>  tHE MUG IS IN THE TRASHCAN BEHIND YOU <<TURN>>  coffee mug <<TURN>>  Great. Everything needs to be placed on the dining table when completed. <<TURN>>  one coffee <<TURN>>  Yes please <<TURN>>  did it complete? <<TURN>>  Yup! [/INST]","['Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place DiningTable', 'Pickup Mug', 'Place DiningTable']","['Pickup Mug', 'Pour Sink', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Whats first? <<TURN>>  hi, first we will need to make coffee in a mug <<TURN>>  ok <<TURN>>  but wash the mug first! <<TURN>>  which mug? <<TURN>>  there's a mug in the microwave <<TURN>>  next? <<TURN>>  make a mug of coffee <<TURN>>  please :) <<TURN>>  next? <<TURN>>  next we are going to make a salad <<TURN>>  the plate will need to be washed by the way <<TURN>>  how many lettuce? <<TURN>>  and tomato? <<TURN>>  no tomato <<TURN>>  but we do need to cook a slice of potato to put on plate <<TURN>>  you have enough lettuce <<TURN>>  what all do we need? [/INST]","['ToggleOff Microwave', 'Open Microwave', 'Pickup Mug', 'Close Microwave', 'ToggleOff Faucet', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Plate', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup WineBottle', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Place DiningTable', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Potato']","['Pickup Mug', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup SoapBottle', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff Coff']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi, what should I do first? <<TURN>>  We need to serve 3 slices of lettuce on a plate <<TURN>>  Could you find lettuce first? <<TURN>>  yes, where do I place it? <<TURN>>  find knife <<TURN>>  Knife is near the lettuce <<TURN>>  Please turn back [/INST]","['Pickup ButterKnife', 'Place CounterTop', 'Pickup ButterKnife']","['Pickup Knife', 'Slice Lettuce', 'Place DiningTable', 'Pickup LettuceSliced', 'Place DiningTable', 'Pickup LettuceSliced', 'Place DiningTable', 'Pickup LettuceSliced', 'Place DiningTable', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup Plate', 'Place DiningTable', 'Pickup LettuceSliced']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  HI..What's my first task, please? <<TURN>>  slice the lettuce <<TURN>>  k <<TURN>>  Knife location, please? <<TURN>>  Found it <<TURN>>  then slice the tomato twice <<TURN>>  k <<TURN>>  Done <<TURN>>  place all the slices on the plate <<TURN>>  K <<TURN>>  How many lettuce and how many tomato? <<TURN>>  one slice of lettuce and two of tomato <<TURN>>  OK...Thanks ) [/INST]","['Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup Mug', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate']","['ToggleOff Faucet', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  done? <<TURN>>  hi <<TURN>>  hi <<TURN>>  what can i do for you today <<TURN>>  make 2 slices of tomato <<TURN>>  tomato is on the counter <<TURN>>  where is the knife please <<TURN>>  knife is in the fridge <<TURN>>  done.what do i do next <<TURN>>  tomato slice need tobe on a clean plate <<TURN>>  plate is on the small table <<TURN>>  the other side of the counter <<TURN>>  good [/INST]","['Open Fridge', 'Close Fridge', 'Open Fridge', 'Pickup Knife', 'Place CounterTop', 'Close Fridge', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate']","['Pickup Tomato', 'Place CounterTop', 'Open Fridge', 'Pickup Knife', 'Close Fridge', 'Slice Tomato', 'Place CounterTop', 'Close Fridge', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup SaltShaker', 'Place CounterTop', 'Pickup Tomato']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  Hi <<TURN>>  what should i do today? <<TURN>>  the first task is to make a slice of tomato <<TURN>>  where can i find tomato and knife? <<TURN>>  done <<TURN>>  check the drawers near the stove <<TURN>>  done <<TURN>>  what should i do next? <<TURN>>  cook a slice of potato <<TURN>>  potato needs to be cooked <<TURN>>  Is that a potato on the counter near sink [/INST]","['Open Fridge', 'Pickup Tomato', 'Close Fridge', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Tomato', 'Place CounterTop', 'Pickup Potato', 'ToggleOff Microwave', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup Potato', 'Close Microwave', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Potato', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Fork', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop']","['Open Fridge', 'Close Fridge', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Drawer', 'Close Drawer', 'Open Cabinet', 'Pickup Tomato', 'Close Cabinet', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Tomato', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Potato', 'Place CounterTop', 'Pickup Potato']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what should i do? <<TURN>>  Hi <<TURN>>  Prepare coffee in a clean mug <<TURN>>  done <<TURN>>  No coffee in it <<TURN>>  check progress <<TURN>>  There's no coffee in the mug <<TURN>>  Empty the mug in the sink and bring back to the coffee maker <<TURN>>  done <<TURN>>  Okay <<TURN>>  Slice lettuce <<TURN>>  lettuce is in the cabinet to the right of the cooker <<TURN>>  That'll work <<TURN>>  Slice tomato <<TURN>>  done <<TURN>>  Microwave potato whole <<TURN>>  There's one on the stove <<TURN>>  Good work <<TURN>>  slice potato <<TURN>>  Place all components on a plate <<TURN>>  there's a [plate n the table <<TURN>>  One lettuce slice, [/INST]","['ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Close Fridge', 'Slice Lettuce', 'Slice Tomato', 'Place CounterTop', 'Pickup Potato', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup Potato', 'Close Microwave', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup SaltShaker', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate']","['ToggleOff Faucet', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'Open Cabinet', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'Open Fridge', 'Pickup L']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  I need you to help make a sandwhich <<TURN>>  first lets slice the bread <<TURN>>  Whats my first task? <<TURN>>  for it <<TURN>>  the bread should be above the fridge <<TURN>>  in the left cabinet <<TURN>>  when you have the bread <<TURN>>  there is a knife by the sink <<TURN>>  above the fridge <<TURN>>  in the left cabinet <<TURN>>  there also looks to be bread by the microwave <<TURN>>  if you cant reach the cabinet above the fridge <<TURN>>  then go to the microwave <<TURN>>  Can you reach the bread above the fridge? <<TURN>>  to high up <<TURN>>  go the microwave <<TURN>>  what about the bread on the counter <<TURN>>  there is bread there as well <<TURN>>  turn left <<TURN>>  ! <<TURN>>  the microwave <<TURN>>  to the left of the microwave is bread as  well [/INST]","['Pickup Bread', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup Knife', 'Slice Bread']","['Open Cabinet', 'Pickup Bread', 'Close Cabinet', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Bread']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  slice lettuce <<TURN>>  where is it? <<TURN>>  in the fridge <<TURN>>  done <<TURN>>  make 2 slices of tomatoes <<TURN>>  done <<TURN>>  slice a potatoes <<TURN>>  poatoe <<TURN>>  done <<TURN>>  cook 1 slice of poatatoe <<TURN>>  potatoe <<TURN>>  in the microwave' [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave']","['Open Fridge', 'Pickup Lettuce', 'Place CounterTop', 'Close Fridge', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Tomato', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup Knife', 'Slice Egg', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Tomato', 'Place CounterTop']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  we need to prepare cofee first please <<TURN>>  in a mug <<TURN>>  What should I do today? <<TURN>>  ok <<TURN>>  by the stove <<TURN>>  there is one <<TURN>>  it may be dirty though <<TURN>>  please wash if necessary <<TURN>>  the coffee maker <<TURN>>  is on the table <<TURN>>  ok. Coffee has been made <<TURN>>  thanks <<TURN>>  please get the lettuce and potato <<TURN>>  from the fridge <<TURN>>  we need those <<TURN>>  the lettuce can go to the table [/INST]","['Pickup Mug', 'ToggleOff Faucet', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce']","['Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Place DiningTable', 'Open Fridge', 'Pickup Potato', 'Close Fridge', 'Place DiningTable', 'Pickup Kn']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  prepare coffee in a clean mug <<TURN>>  what should i do today <<TURN>>  ok <<TURN>>  done <<TURN>>  thank you <<TURN>>  1 slice of lettuce <<TURN>>  lettuce is beside coffe maker <<TURN>>  ok <<TURN>>  where can i find knife <<TURN>>  knife is on the table next to coffee maker [/INST]","['Open Cabinet', 'Pickup Tomato', 'Place CounterTop', 'Open Cabinet', 'Pickup Mug', 'Close Cabinet', 'Close Cabinet', 'ToggleOff Faucet', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Knife', 'Slice Lettuce', 'Place DiningTable']","['Pickup Mug', 'Place CounterTop', 'Pickup WineBottle', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup ButterKnife', 'Place CounterTop', 'Pickup Mug']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  whats first? <<TURN>>  Make a plate of toast <<TURN>>  slice bread you mean <<TURN>>  1st a slice of toast <<TURN>>  where is the bread <<TURN>>  turn left top drawer <<TURN>>  there <<TURN>>  top drawer [/INST]","['Pickup Knife', 'Place CounterTop', 'Pickup Bread', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster']","['Open Drawer', 'Close Drawer', 'Open Drawer', 'Close Drawer', 'Open Cabinet', 'Pickup Bread', 'Close Cabinet', 'Place CounterTop', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'Pickup BreadSliced', 'Place Plate', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  clean all plates <<TURN>>  what should i do today <<TURN>>  ok <<TURN>>  first plate at the edge of the counter <<TURN>>  clean <<TURN>>  second plate next to the fridge <<TURN>>  turn off <<TURN>>  place on the counter <<TURN>>  clean [/INST]","['Pickup Plate', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Fork', 'Place CounterTop', 'Pickup Plate', 'Place Sink', 'ToggleOn Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup SaltShaker', 'Place CounterTop', 'Pickup Plate', 'ToggleOff Faucet', 'Place Sink', 'ToggleOn Faucet', 'ToggleOff Faucet']","['Pickup Plate', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Plate', 'Place Sink', 'ToggleOn Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOff Faucet', 'Pickup Plate', 'Place Sink', 'Pickup Plate', 'Place Sink', 'Pickup Plate', 'Place ', 'Toggle']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  First task? <<TURN>>  ANUGGDG0JJ4PK <<TURN>>  Make 2 sandwich toast <<TURN>>  I mean 2 slice of toast <<TURN>>  Slice the bread and toast it in toaster <<TURN>>  knife is on the shelf above microwave <<TURN>>  knife <<TURN>>  i can see all that stuff' <<TURN>>  Slice the bread <<TURN>>  where is the bread <<TURN>>  you keep repeating yourself <<TURN>>  in the shelf ;eft of  the microwave <<TURN>>  you dont know <<TURN>>  Well u know better then <<TURN>>  i saw the bread on the top shelf on left of microwave <<TURN>>  2 slices to be toasted <<TURN>>  next [/INST]","['Open Cabinet', 'Open Microwave', 'Close Microwave', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Drawer', 'Close Drawer', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'ToggleOff Faucet']","['Pickup Tomato', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  what is my task? <<TURN>>  wash the mug <<TURN>>  mug is in the sink <<TURN>>  put coffee in the mug <<TURN>>  done <<TURN>>  not yet <<TURN>>  take the mug in the sink [/INST]","['Pickup Mug', 'Pour Sink', 'Place CounterTop', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place ', 'ToggleOn Faucet', 'Pickup Mug', 'Pour Sink', 'Place CounterTop']","['Pickup Mug', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Toggle']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi what is my task <<TURN>>  Hello, clean a plate [/INST]","['Open Fridge', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Close Fridge', 'Pickup Plate']","['Open Fridge', 'Pickup Plate', 'Close Fridge', 'Place CounterTop', 'Pickup Tomato', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Plate', 'Place']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  how can i help today <<TURN>>  please could you put my mug away into the cabinet <<TURN>>  sure, where is the mug <<TURN>>  it should be in the dishwasher <<TURN>>  that isn't the mug i am needing you to move <<TURN>>  I cannot open the dishwasher <<TURN>>  sorry it is in the microwave <<TURN>>  i was mistaken <<TURN>>  is that all for today? <<TURN>>  please try closing the doors <<TURN>>  could you try putting it in the other cabinet [/INST]","['Open Cabinet', 'Pickup Mug', 'Open Cabinet', 'Place Cabinet', 'Close Cabinet', 'Close Cabinet', 'Open Microwave', 'Pickup Mug', 'Open Cabinet', 'Open Cabinet', 'Place Cabinet', 'Close Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup DishSponge', 'Place CounterTop', 'Pickup Cup', 'Place CounterTop', 'Open Cabinet', 'Pickup Mug', 'Place Cabinet', 'Close Cabinet']","['Open Cabinet', 'Open Cabinet', 'Pickup Mug', 'Place Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Pickup Mug', 'Place Cabinet', 'Close Cabinet', 'Close Cabinet', 'Close Cabinet', 'Close Cabinet', 'Close Cabinet', 'Close Cabinet', 'Close Cabinet', 'Close Cabinet', 'Open Cab']"
