,dialog,gameplan_prediction
2326, hi <<TURN>>  what should i do today <<TURN>>  ? <<TURN>>  we need to make a salad <<TURN>>  Find a knife <<TURN>>  Knife is in middle of table <<TURN>>  Find lettuce <<TURN>>  where <<TURN>>  top cabinets of microwave,Pickup Knife -- Open Cabinet -- Place CounterTop -- Pickup Lettuce -- Close Cabinet
2327, Our task is to serve one slice of tamato on a plate. <<TURN>>  Check the fridge. <<TURN>>  Grab the tomato <<TURN>>  Now we need a knife. <<TURN>>  I can see one in the sink. <<TURN>>  Slice the tomato <<TURN>>  Good work <<TURN>>  Now we need to take a slice of tomato to the plate <<TURN>>  Pick up the slice of tomato,Open Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup TomatoSliced
2328, what shall I do today? <<TURN>>  make a salad. <<TURN>>  we need a slice of tomato <<TURN>>  the tomato is on the island <<TURN>>  the knife is in the fridge <<TURN>>  next <<TURN>>  cook 2 slices of potato. <<TURN>>  the potato is next to the microwave <<TURN>>  next <<TURN>>  they are both cooked? <<TURN>>  there is a plate in the cabinet in front of you above the bread. <<TURN>>  plate is too big for the basin to wash <<TURN>>  put it on the left half of the sink <<TURN>>  not happening <<TURN>>  there is another plate <<TURN>>  what next? <<TURN>>  I need the tomato and the 2 cooked potato slices on the plate <<TURN>>  It looks like you haven't cooked the potato slices yet <<TURN>>  next? <<TURN>>  the potato slices and the tomato need to go on the plate.,Open Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Slice Potato -- Place CounterTop -- Open Cabinet -- Pickup Plate -- Close Fridge -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup PotatoSliced -- Open Microwave -- Place Microwave -- Pickup Fork -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place Plate -- Pickup TomatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
2329, Please direct me commander <<TURN>>  I need directions <<TURN>>  turn around <<TURN>>  go to the top right area and grab the mug,Open Fridge -- Close Fridge -- Pickup Mug
2330, what can i do for you? <<TURN>>  hi <<TURN>>  put remote controls in single box <<TURN>>  2 remotes were there <<TURN>>  the remotes are on the coffee table <<TURN>>  both remotes are on the coffee table <<TURN>>  would you like me to move them/? <<TURN>>  place them in single box <<TURN>>  ok <<TURN>>  where is the box <<TURN>>  box is under the tv cabinet <<TURN>>  ok,Pickup RemoteControl -- Place CoffeeTable -- Pickup RemoteControl -- Place CoffeeTable -- Pickup CreditCard -- Place Dresser -- Open Cabinet -- Pickup Box -- Place Cabinet -- Pickup Box -- Place ArmChair -- Pickup RemoteControl -- Place Box -- Pickup RemoteControl -- Place Box
2331," hello how can I help? <<TURN>>  slice one slice of lettuce <<TURN>>  it is in the fridge <<TURN>>  done <<TURN>>  once lettuce is sliced, please slice the tomato, it is in the bin <<TURN>>  done <<TURN>>  anything else? <<TURN>>  then slice the and cook the potato. it is on the counter near the lettuce <<TURN>>  it is on teh wooden shelf <<TURN>>  ok <<TURN>>  thank you <<TURN>>  anything else? <<TURN>>  once done, please put all teh salate ion the plate next to the kettle <<TURN>>  I need 2 slices of cooked potatoes please <<TURN>>  done <<TURN>>  can you put them all on the plate near the kettle? <<TURN>>  done <<TURN>>  the tomato is missing",Open Fridge -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Close Fridge -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Open Fridge -- Close Fridge -- Slice Potato -- Place Floor -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Pickup LettuceSliced -- Place Plate -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
2332," Hello <<TURN>>  How can I help you? <<TURN>>  find small handheld objects <<TURN>>  OK <<TURN>>  Where should I look first? <<TURN>>  cabinet next to red vase <<TURN>>  above blue object <<TURN>>  open cabinet <<TURN>>  get object <<TURN>>  There is a remote inside the cabinet <<TURN>>  ok <<TURN>>  yes <<TURN>>  put it on any chair <<TURN>>  I have the remote <<TURN>>  What would you like me to do with it? <<TURN>>  The remote is now on the chair <<TURN>>  good <<TURN>>  get another one from table <<TURN>>  I have the remote from the coffee table <<TURN>>  put it on any chair <<TURN>>  ok <<TURN>>  good <<TURN>>  The remote is on the chair <<TURN>>  What should I do next? <<TURN>>  another object from table <<TURN>>  The dining table? <<TURN>>  yes <<TURN>>  Which object should I pick up from the dining table? <<TURN>>  try the statue <<TURN>>  put it on a chair <<TURN>>  I have 1 of the statues from  the table. <<TURN>>  1 statue is now on the chair <<TURN>>  must have not been the right object <<TURN>>  What should I do next? <<TURN>>  There is 1 more statue on the table <<TURN>>  Should I move that 1 too? <<TURN>>  try the littlest object <<TURN>>  There is also a card, keys, plate, and newspaper on the table <<TURN>>  I have the keys from the table <<TURN>>  that was it <<TURN>>  The keys are on the chair <<TURN>>  How can else can I help? <<TURN>>  now in cabinet above and left of green object <<TURN>>  There is a set of keys here <<TURN>>  above cabinet <<TURN>>  and statue <<TURN>>  actually get keys that is next object <<TURN>>  What should I do with the key? <<TURN>>  put on any chair <<TURN>>  good <<TURN>>  What can I do next? <<TURN>>  open cabinet above green object <<TURN>>  ok <<TURN>>  cabinet to right <<TURN>>  ok <<TURN>>  get that <<TURN>>  and put on chair <<TURN>>  I can see a remote inside <<TURN>>  last one tiny object on dining table <<TURN>>  The remote is on the chair <<TURN>>  put on chair",Open Cabinet -- Pickup RemoteControl -- Place ArmChair -- Pickup RemoteControl -- Place ArmChair -- Pickup Statue -- Place ArmChair -- Pickup KeyChain -- Place ArmChair -- Pickup KeyChain -- Place ArmChair -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup RemoteControl -- Close Cabinet -- Place ArmChair -- Pickup CreditCard -- Place ArmChair
2333, hi <<TURN>>  what should i do today? <<TURN>>  hi <<TURN>>  please slice the lettuce <<TURN>>  knife is in the sink and lettuce is near the stove <<TURN>>  place 3 slices on this pan,Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop
2334, hi <<TURN>>  what is my first task <<TURN>>  hi <<TURN>>  clean a bowl <<TURN>>  okay <<TURN>>  its on the round table <<TURN>>  actually use the one next 2the sink <<TURN>>  the pan? <<TURN>>  locate the tomato inside the cabinet  above the oven <<TURN>>  next 2 the cooker <<TURN>>  okay <<TURN>>  slice it <<TURN>>  n place in the bowl,Pickup Bowl -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup Knife -- Place CounterTop -- ToggleOff Faucet -- Pickup Bowl -- Place  -- ToggleOn Faucet -- Pickup Bowl -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup TomatoSliced
2335," hi, what can i do for you? <<TURN>>  could you boil a potato please? <<TURN>>  sure <<TURN>>  where is the potato? <<TURN>>  there is a potato in the fridge",Pickup Pot -- Place CounterTop -- ToggleOff Faucet -- Pickup Pot -- Pour  -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Pickup SprayBottle -- Place CounterTop -- Pickup SprayBottle -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup CellPhone -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Pot -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Pot -- Place CounterTop -- Pickup SprayBottle -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Pan -- Place  -- Pickup Pot -- Place StoveBurner -- Open Fridge -- Pickup Potato -- Place Pot -- ToggleOn StoveKnob -- ToggleOn StoveKnob
2336," hello <<TURN>>  hi <<TURN>>  whats the task? <<TURN>>  Make a sald <<TURN>>  salad <<TURN>>  Please slice the lettuce <<TURN>>  where is the knife? <<TURN>>  The knife is in the cabinet to the right of the stove top <<TURN>>  Bottom drawer, sorry it looks like a cabinet from view <<TURN>>  One up <<TURN>>  There may be a second one to the left of the sink <<TURN>>  what is next? <<TURN>>  Please make a slice of tomato <<TURN>>  where is it? <<TURN>>  In the fridge <<TURN>>  Please clean a plate <<TURN>>  Please put components on the plate",Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Microwave -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Open Drawer -- Close Drawer -- Close Drawer -- Open Drawer -- Open Drawer -- Close Drawer -- Close Drawer -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Open Fridge -- Pickup Plate -- Place Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Open Fridge -- Pickup Plate -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2337," how can I help? <<TURN>>  can you make a slice of toast please <<TURN>>  it is on the white t able <<TURN>>  knife is also there <<TURN>>  sure <<TURN>>  a plate is on the chair by the same table, please put the toast on it <<TURN>>  okay",Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place Plate -- Pickup Apple -- Place DiningTable
2338, hello <<TURN>>  what is my task please <<TURN>>  2x cook a slice of potato slice it using a knife <<TURN>>  the potato is in the white shelf near a lader kind if,Pickup Apple -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Microwave -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave
2339, how can I help? <<TURN>>  i'd like a cup of coffee <<TURN>>  sure where can I find a mug? <<TURN>>  in the coffee maker <<TURN>>  I see it <<TURN>>  coffee made <<TURN>>  i think it's still empty <<TURN>>  im turning it on <<TURN>>  not working,ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine
2340, hello <<TURN>>  task please <<TURN>>  We have a lot to do! Hello! <<TURN>>  We need to wash a mug and fill it with coffee <<TURN>>  ok <<TURN>>  The mug is on the island on a plate <<TURN>>  Great. Now take it to the sink to clean it <<TURN>>  good work <<TURN>>  Now we need to add the coffee,Pickup Mug -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup SprayBottle -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine
2341, hello <<TURN>>  what can i do for you today <<TURN>>  hi <<TURN>>  today we need to find and move remote controls <<TURN>>  1 is by the tv <<TURN>>  where do i move it to <<TURN>>  the dresser <<TURN>>  we need to move 2 remotes to the dresser please,Pickup RemoteControl -- Place Dresser
2342," hello how can i help <<TURN>>  Hi, I would like you to prepare breakfast <<TURN>>  can you make a coffee in a clean mug <<TURN>>  done <<TURN>>  what else would you like <<TURN>>  can you place coffee on the dining table?",ToggleOff Faucet -- Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place DiningTable
2343," what do I do? <<TURN>>  making coffee <<TURN>>  grab a mug <<TURN>>  where is tyhe mug? <<TURN>>  on the counter next to you <<TURN>>  empty, and wash <<TURN>>  should I wash the mug <<TURN>>  place in coffee maker after cleaning <<TURN>>  yes <<TURN>>  okay <<TURN>>  turn on water <<TURN>>  turn off <<TURN>>  place in coffee maker next to sink <<TURN>>  empty first <<TURN>>  turn on <<TURN>>  now we are making sandwich",Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine
2344, what work can i do for you? <<TURN>>  cook a slice of potato <<TURN>>  ok,Pickup Plate -- Place CounterTop
2345, hello <<TURN>>  What is my task please? <<TURN>>  Today you will make one slice of tomato <<TURN>>  Where is the tomato please <<TURN>>  It is in the dustbin,Pickup Knife -- Place CounterTop -- Open Fridge -- Close Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato
2346, How can I help? <<TURN>>  Let's water the plant <<TURN>>  you can use any container and fill it with water <<TURN>>  then just pour it on the plant please <<TURN>>  Sure thing,Pickup Bowl -- Place CounterTop -- ToggleOff Faucet -- Pickup Lettuce -- Place CounterTop -- Pickup CreditCard -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Bottle -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup WineBottle -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour HousePlant
2347, what is my task <<TURN>>  Hi. We are goning to make some toast <<TURN>>  The knife and bread are on the counter to the left of the stove <<TURN>>  ok <<TURN>>  we only need 1 slice toasted <<TURN>>  We're gonna put that on the plate on the nook behind you <<TURN>>  left,Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place Plate
2348," Hello. What is my task? <<TURN>>  Hello, you need to make a sandwich. <<TURN>>  Slice 2 pieces of bread and toast them please <<TURN>>  The bread is sliced and toasted. <<TURN>>  Great job. <<TURN>>  The sandwich also needs 1 slice of tomato please <<TURN>>  Perfect. Please find a clean plate and assemble the sandwich. <<TURN>>  tomato is sliced. <<TURN>>  Where is plate please <<TURN>>  There is a plate in the bottom right cabinet under the sink <<TURN>>  The next one to the right. <<TURN>>  Awesome. <<TURN>>  Do you see the blue plate? <<TURN>>  Move to your right please. <<TURN>>  Open the cabinet under the potato. <<TURN>>  Great job! <<TURN>>  I have the plate. It will not fit in the sink. <<TURN>>  Try turning the water on first then place the plate in the water. Sometimes it will just rinse it. <<TURN>>  Great! <<TURN>>  Got it <<TURN>>  Awesome job.",Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Plate -- Place Sink -- Pickup Plate -- Place Sink -- Pickup Plate -- Place Sink -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop
2349, hello <<TURN>>  hi <<TURN>>  today we will be watering the plant <<TURN>>  okay wheres the water can <<TURN>>  check under toaster <<TURN>>  in cupboard <<TURN>>  cant see it <<TURN>>  hmm <<TURN>>  can you try using a bowl? <<TURN>>  theres a clear thing on the counter by bread and tomato <<TURN>>  to your right <<TURN>>  it's like a clear container <<TURN>>  okay <<TURN>>  do you see it? <<TURN>>  yeah <<TURN>>  please try filling that will water <<TURN>>  with water* <<TURN>>  can you turn on the sink with it set on the left side like that? <<TURN>>  great <<TURN>>  where is the plant <<TURN>>  on the dining table <<TURN>>  okay <<TURN>>  which side <<TURN>>  you are right next to it <<TURN>>  it's a plant you will need to water <<TURN>>  turn left,Open Cabinet -- Pickup Spoon -- Place Sink -- Pickup Kettle -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Kettle -- Place CounterTop -- Pickup Bowl -- Place Sink -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour HousePlant
2350, what can we do today <<TURN>>  hi <<TURN>>  We need to prepare coffee in  a clean mug <<TURN>>  the mug does not have coffee <<TURN>>  help me get the mug <<TURN>>  sure. The mug is the black table <<TURN>>  to your left <<TURN>>  done <<TURN>>  next task please <<TURN>>  We need to make a sandwitch <<TURN>>  the bread needs to be sliced using a knife <<TURN>>  You bread needs to also be toasted,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Knife -- Slice Bread -- Slice Lettuce
2351, today we need to clean the plate <<TURN>>  lets try the table <<TURN>>  and see if the plate is there <<TURN>>  the table is to your left <<TURN>>  there is also a plate on the counter <<TURN>>  directly in front of you <<TURN>>  are you there? <<TURN>>  select the dirty plates please,Pickup Plate -- Place CounterTop
2352," Hello. How can I assist you? <<TURN>>  Hi <<TURN>>  slice lettuce <<TURN>>  Sure. Knife location, please? <<TURN>>  on the cabinet on top of the microwave <<TURN>>  Thank you. <<TURN>>  cooker <<TURN>>  Thank you. <<TURN>>  Lettuce sliced. <<TURN>>  Next? <<TURN>>  slice a tomato <<TURN>>  OK. Tomato location? <<TURN>>  in the fridge <<TURN>>  Thank you. <<TURN>>  Tomato sliced. <<TURN>>  Next?",Open Microwave -- Pickup Knife -- Close Microwave -- Slice Lettuce -- Place DiningTable -- Open Fridge -- Pickup Tomato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place DiningTable
2353, Hi how can I help <<TURN>>  Please slice a lettuce <<TURN>>  Sure where can I find a knife and the lettuce <<TURN>>  There is a lettuce in the middle island <<TURN>>  You should be able to find a knife in the sink <<TURN>>  I have sliced some lettuce <<TURN>>  please place the lettuce slices onto a clean palte <<TURN>>  there is a plate next to the lettuce <<TURN>>  how many slices of lettuce would you like on the plate <<TURN>>  three please,ToggleOff Faucet -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate
2354," what is my task today <<TURN>>  Serve 1 slice of tomato on a plate <<TURN>>  where is tomato <<TURN>>  where is tomato <<TURN>>  it is in the microwave <<TURN>>  where is the knife <<TURN>>  It is on the counter <<TURN>>  next to the fridge <<TURN>>  i dont see it <<TURN>>  where  is the knife <<TURN>>  It is closer to the microwave but on the side where the refrigerator is. <<TURN>>  it is not there <<TURN>>  It is sitting on the counter <<TURN>>  next to the gold plate <<TURN>>  to the left of the gold plate <<TURN>>  sorry...it was not visible <<TURN>>  okay, now use it to slice the tomato",Pickup Tomato -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop
2355," What should I do today? <<TURN>>  Clean all the drinkware <<TURN>>  I ahve cleaned the cup and the glass <<TURN>>  Great, <<TURN>>  What next? <<TURN>>  Check the fridge for any dirty drinkware",Pickup PepperShaker -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- Pickup Mug -- Place  -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Pour  -- Place CounterTop -- Open Fridge -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
2356," hello <<TURN>>  Hi ) <<TURN>>  What is my first task? <<TURN>>  lets make some toast <<TURN>>  first we need to slice some bread with a knife <<TURN>>  Sounds good <<TURN>>  Bread and knife location , please. <<TURN>>  I got a knife <<TURN>>  okay I think the bread is nder the table <<TURN>>  next to the lettuce <<TURN>>  there is a shelf under the table <<TURN>>  Got it ) <<TURN>>  good job <<TURN>>  Bread sliced <<TURN>>  lets toast the bread in the toaster <<TURN>>  there is a toaster on the counter",Pickup Cup -- Place DiningTable -- Pickup ButterKnife -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup ButterKnife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster
2357, Today you will make a salad <<TURN>>  First make a slice of lettuce <<TURN>>  ok <<TURN>>  where is the lettuce <<TURN>>  The lettuce is to the right of the sink <<TURN>>  The knife is inside the microwave <<TURN>>  There is also a tomato inn the sink. Pick the tomato <<TURN>>  Hurry <<TURN>>  done <<TURN>>  sliced tomato and lettuce <<TURN>>  what should i do next <<TURN>>  ? <<TURN>>  whats next?,Open Microwave -- Pickup Knife -- Close Microwave -- Slice Tomato -- Slice Lettuce -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate
2358," what can i do today <<TURN>>  Hi!  The directions say make a salad, but it starts out with slicing the lettuce using a knife <<TURN>>  done <<TURN>>  next <<TURN>>  awesome! Now to slice a potato and cook the slice <<TURN>>  where is the poto please <<TURN>>  Let me search :) <<TURN>>  in the sink <<TURN>>  once you have it sliced, it needs to be cooked",Pickup ButterKnife -- Slice Tomato -- Slice Lettuce -- Place DiningTable -- ToggleOff Faucet -- Pickup Potato -- Place CounterTop -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Egg -- Place  -- Pickup Potato -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Close Microwave
2359, Hello! What is my task today? <<TURN>>  today we need to make a sandwich <<TURN>>  first lets slice some bread <<TURN>>  Ok. <<TURN>>  the bread is in the green bin <<TURN>>  next to the counter <<TURN>>  there is also bread on the table,Pickup Bread -- Place DiningTable -- Pickup Knife
2360," Hi may I have the directions please <<TURN>>  anyone there? <<TURN>>  You need to find the knife on the counter. <<TURN>>  got it <<TURN>>  Okay, now get to the bread. <<TURN>>  where is the bread <<TURN>>  The bread is on a stool near the counter. <<TURN>>  Okay, just stop and let me direct you. <<TURN>>  I see it <<TURN>>  Yes, turn left again. <<TURN>>  Slice the bread with the knife. <<TURN>>  You need to press use item and then click on the bread, I think. <<TURN>>  I can't hold either the bread or knife. <<TURN>>  Are you still holding the knife? <<TURN>>  Pick up the knife. <<TURN>>  not anymore, let me try again, sorry.  this is annoying <<TURN>>  It's okay. <<TURN>>  You don't need to pick up the bread, just slice it where it is. <<TURN>>  It's done. <<TURN>>  No, I'm not sure. Is the bread cut yet? <<TURN>>  don't think so <<TURN>>  There's a use item button on your interface. <<TURN>>  I am holding the knife and click on the ""slice"" but nothing happens. <<TURN>>  After clicking slice click on the bread. <<TURN>>  done it a million times.  first time having such issues <<TURN>>  Maybe you need to take the bread somewhere else to cut it. <<TURN>>  Try putting the bread on the counter. <<TURN>>  Ha, it is cut in half <<TURN>>  Wait it's cut, right? <<TURN>>  one half is on the island now <<TURN>>  it wasn't a slice of bread, it must have sliced in the middle but didn't know until i picked it up <<TURN>>  anything else? <<TURN>>  We can try slicing it on the plate. <<TURN>>  We're trying to make a plate of toast. <<TURN>>  Wait you got it, yes? <<TURN>>  yes <<TURN>>  A slice? <<TURN>>  yes <<TURN>>  on the plate now <<TURN>>  Okay, good work. <<TURN>>  sorry <<TURN>>  No we'll need to toast it first I think. <<TURN>>  Go straight ahead. <<TURN>>  You got it.",Pickup Knife -- Slice Bread -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster
2361," Hi. What should I do today? <<TURN>>  Hi <<TURN>>  First we need to make a slice of toast. <<TURN>>  The knife is on the stool behind the counter <<TURN>>  You can leave the bread there. <<TURN>>  You need to get the knife off the stool. <<TURN>>  Oh, it was flashing on another knife. <<TURN>>  That worked though :) <<TURN>>  Now toast the bread. <<TURN>>  Good <<TURN>>  Now you need to get the plate from the chair in the dining room <<TURN>>  You'll need to clean it - it's dirty. <<TURN>>  But it doesn't say you'll need to do anything after that. <<TURN>>  It's on the chair in the corner. <<TURN>>  Yuck, that poor bread haha <<TURN>>  sorry haha <<TURN>>  It's ok, I'm not eating it!",Open Fridge -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup PepperShaker -- Place DiningTable -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup Potato -- Place Sink -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
2362, Hello! What shall I be doing today? <<TURN>>  Clean two mugs <<TURN>>  One mug is to the left of the microwave <<TURN>>  There is also another mug in the microwave,Pickup Mug -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Mug -- Close Microwave -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Mug -- Place  -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Mug -- Pour  -- Place CounterTop
2363, whats first? <<TURN>>  slice the lettuce potato and tomato <<TURN>>  lettuce is inseide the cabinet under the toaster <<TURN>>  cook the potato slice <<TURN>>  2 <<TURN>>  just one,Pickup Tomato -- Place DiningTable -- Pickup ButterKnife -- Slice Tomato -- Place DiningTable -- Pickup Potato -- Place DiningTable -- Pickup ButterKnife -- Slice Potato -- Place DiningTable -- Open Fridge -- Close Fridge -- Open Cabinet -- Pickup Lettuce -- Place DiningTable -- Pickup ButterKnife -- Slice Lettuce -- Place DiningTable -- Pickup PotatoSliced -- Place CounterTop -- Open Microwave -- Pickup Apple -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Close Microwave -- Pickup PotatoSliced -- Place CounterTop -- Open Microwave -- Pickup PotatoSliced -- Place Microwave -- Pickup PotatoSliced -- Place CounterTop -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave
